Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein (linked to MSKCC Mapback)	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources 
9367	RAB9A	"RAB9A, member RAS oncogene family"	NM_004251	NP_004242.1	ENSG00000123595	chrX:13636786 - 13637392	GTP binding;GTPase activity;late endosome;lysosome;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
51209	RAB9B	"RAB9B, member RAS oncogene family"	NM_016370	NP_057454.1	ENSG00000123570	chrX:102966764 - 102967370	cellular_component;Golgi to endosome transport;GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
9366	RAB9P1	"RAB9, member RAS oncogene family, pseudogene 1"				chr5:null		Entrez Query:Oncogene
11159	RABL2A	"RAB, member of RAS oncogene family-like 2A"	NM_013412	NP_038198.1	ENSG00000144134	chr2:114102653 - 114116176	GTP binding;GTPase activity;nucleotide binding;small GTPase mediated signal transduction	Entrez Query:Oncogene
11158	RABL2B	"RAB, member of RAS oncogene family-like 2B"	"NM_001003789, NM_007081"	"NP_001003789.1, NP_009012.1"	ENSG00000079974	chr22:49554069 - 49567588	GTP binding;GTPase activity;nucleotide binding;small GTPase mediated signal transduction	Entrez Query:Oncogene
285282	RABL3	"RAB, member of RAS oncogene family-like 3"	NM_173825	NP_776186.2	ENSG00000144840	chr3:121891359 - 121944044	"ATP binding;GTP binding;intracellular;regulation of transcription, DNA-dependent;small GTPase mediated signal transduction;transcription factor binding"	Entrez Query:Oncogene
11020	RABL4	"RAB, member of RAS oncogene family-like 4"	NM_006860	NP_006851.1	ENSG00000100360	chr22:35484300 - 35501697	GTP binding;intracellular;nucleotide binding;small GTPase mediated signal transduction	Entrez Query:Oncogene
64792	RABL5	"RAB, member RAS oncogene family-like 5"	NM_022777	NP_073614.1	ENSG00000128581	chr7:100745134 - 100751710	GTP binding;nucleotide binding	Entrez Query:Oncogene
5884	RAD17	RAD17 homolog (S. pombe)	"NM_133339, NM_002873, NM_133340"	"NP_579917.1, NP_579922.1, NP_579918.1"	ENSG00000152942	chr5:68703098 - 68745875	ATP binding;cell cycle;DNA damage checkpoint;DNA repair;DNA replication checkpoint;mitotic checkpoint;nucleoside-triphosphatase activity;nucleotide binding;nucleus;protein binding	"Stability, Entrez Query:Oncogene"
5894	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	NM_002880	NP_002871.1	ENSG00000132155	chr3:12601012 - 12635220	apoptosis;ATP binding;cell proliferation;cytoskeleton organization and biogenesis;diacylglycerol binding;intracellular signaling cascade;metal ion binding;mitochondrial outer membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;receptor signaling protein activity;transferase activity;zinc ion binding	"EGFR1, Kit Receptor, Hahn and Weinberg 2002, Stability, Tumor Suppressor, Entrez Query:Oncogene"
5898	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)	NM_005402	NP_005393.2	ENSG00000006451	chr7:39692791 - 39712369	chemotaxis;GTP binding;intracellular;membrane;nucleotide binding;protein binding;signal transduction;small GTPase mediated signal transduction	"Tumor Suppressor, Entrez Query:Oncogene"
5899	RALB	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	NM_002881	NP_002872.1	ENSG00000144118	chr2:120752710 - 120767306	GTP binding;intracellular;membrane;nucleotide binding;protein binding;signal transduction;small GTPase mediated signal transduction	"EGFR1, Entrez Query:Oncogene"
5901	RAN	"RAN, member RAS oncogene family"	NM_006325	NP_006316.1	ENSG00000132341	chr12:129923091 - 129926424	"androgen receptor binding;androgen receptor signaling pathway;chromatin;chromatin binding;cytoplasm;DNA metabolic process;GTP binding;GTPase activity;intracellular protein transport;mitosis;mitotic spindle organization and biogenesis;nuclear pore;nucleocytoplasmic transport;nucleotide binding;nucleus;positive regulation of transcription, DNA-dependent;protein binding;protein export from nucleus;regulation of progression through cell cycle;RNA export from nucleus;signal transduction;small GTPase mediated sig"	"Androgen Receptor, Entrez Query:Oncogene"
10048	RANBP9	RAN binding protein 9	NM_005493	NP_005484.2	ENSG00000010017	chr6:13730572 - 13819716	microtubule associated complex;microtubule nucleation;nucleus;protein binding;protein complex assembly;Ran GTPase binding	"Androgen Receptor, Entrez Query:Oncogene"
5906	RAP1A	"RAP1A, member of RAS oncogene family"	NM_001010935	NP_002875.1	ENSG00000116473	chr1:112035505 - 112053380	cell cycle;GTP binding;GTPase activity;intracellular;membrane;negative regulation of progression through cell cycle;nucleotide binding;protein binding;signal transduction;small GTPase mediated signal transduction	Entrez Query:Oncogene
5908	RAP1B	"RAP1B, member of RAS oncogene family"	"NM_001089704, NM_001010942"	"NP_001083173.1, NP_056461.1"	ENSG00000127314	chr12:67328771 - 67337234	cell proliferation;GTP binding;intracellular;membrane;nucleotide binding;protein binding;small GTPase mediated signal transduction	Entrez Query:Oncogene
5911	RAP2A	"RAP2A, member of RAS oncogene family"	NM_021033	NP_066361.1	ENSG00000125249	chr13:96884725 - 96914697	GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;signal transduction;small GTPase mediated signal transduction	Entrez Query:Oncogene
5912	RAP2B	"RAP2B, member of RAS oncogene family"	NM_002886	NP_002877.2	ENSG00000181467	chr3:154363172 - 154363724	GTP binding;intracellular;membrane;nucleotide binding;signal transduction;small GTPase mediated signal transduction	Entrez Query:Oncogene
57826	RAP2C	"RAP2C, member of RAS oncogene family"	NM_021183	NP_067006.3	ENSG00000123728	chrX:131175876 - 131178977	GTP binding;intracellular;membrane;nucleotide binding;small GTPase mediated signal transduction	Entrez Query:Oncogene
2889	RAPGEF1	Rap guanine nucleotide exchange factor (GEF) 1	"NM_005312, NM_198679"	"NP_005303.2, NP_941372.1"	ENSG00000107263	chr9:133444704 - 133574891	guanyl-nucleotide exchange factor activity;intracellular;protein binding;regulation of small GTPase mediated signal transduction;signal transduction;small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway	"Protein Kinase, Entrez Query:Oncogene"
158158	RASEF	RAS and EF-hand domain containing	NM_152573	NP_689786.2	ENSG00000165105	chr9:84787411 - 84867602	calcium ion binding;GTP binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
11186	RASSF1	Ras association (RalGDS/AF-6) domain family 1	NM_170714	NP_733830.1	ENSG00000068028	chr3:50343015 - 50353240	cell cycle;cell cycle arrest;diacylglycerol binding;identical protein binding;intracellular signaling cascade;metal ion binding;microtubule;nucleus;Ras protein signal transduction;zinc ion binding	"Tumor Suppressor, Entrez Query:Oncogene"
283349	RASSF3	Ras association (RalGDS/AF-6) domain family 3	NM_178169	NP_835463.1	ENSG00000153179	chr12:63290679 - 63374959	microtubule;protein binding;signal transduction	Entrez Query:Oncogene
5925	RB1	retinoblastoma 1 (including osteosarcoma)	NM_000321	NP_000312.2	ENSG00000139687	chr13:47776049 - 47952208	"androgen receptor binding;androgen receptor signaling pathway;cell cycle;cell cycle checkpoint;chromatin;chromatin modification;G1 phase;kinase binding;M phase;molecular_function;negative regulation of cell growth;negative regulation of progression through cell cycle;negative regulation of protein kinase activity;negative regulation of transcription from RNA polymerase II promoter;nucleus;PML body;positive regulation of transcription, DNA-dependent;protein binding;regulation of lipid kinase activity;regulat"	"Androgen Receptor, ID, TGFBR, Futreal et al 2004, Hahn and Weinberg 2002, Vogelstein and Kinzler 2004, Protein Kinase, Stability, Tumor Suppressor, Entrez Query:Oncogene, Frameshift mutation, Large deletion, Missense mutation, Nonsense mutation, Splicing mutation"
5935	RBM3	"RNA binding motif (RNP1, RRM) protein 3"	NM_006743	NP_006734.1	ENSG00000102317	chrX:48318512 - 48320418	nucleic acid binding;nucleotide binding;RNA binding;RNA processing	Entrez Query:Oncogene
5937	RBMS1	"RNA binding motif, single stranded interacting protein 1"	"NM_016836, NM_002897"	"NP_058520.1, NP_002888.1"	ENSG00000153250	chr2:160840393 - 161058120	cellular_component;DNA binding;DNA replication;double-stranded DNA binding;nucleotide binding;nucleus;RNA binding;RNA processing;single-stranded DNA binding	Entrez Query:Oncogene
5940	RBMY1A1	"RNA binding motif protein, Y-linked, family 1, member A1"	"NM_005058, NM_001006121"	"NP_001006120.2, NP_001006121.1, NP_005049.1"	ENSG00000174622	chrY:22435888 - 22448048	nucleic acid binding;nucleotide binding;nucleus;RNA binding;RNA processing;spermatogenesis	Entrez Query:Oncogene
8434	RECK	reversion-inducing-cysteine-rich protein with kazal motifs	NM_021111	NP_066934.1	ENSG00000122707	chr9:36026995 - 36113042	cell cycle;GPI anchor binding;membrane;metalloendopeptidase inhibitor activity;negative regulation of progression through cell cycle;peripheral to membrane of membrane fraction;protein binding;serine-type endopeptidase inhibitor activity	"Tumor Suppressor, Entrez Query:Oncogene"
5966	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	NM_002908	NP_002899.1	ENSG00000162924	chr2:60962479 - 61003174	"nucleus;positive regulation of I-kappaB kinase/NF-kappaB cascade;regulation of transcription, DNA-dependent;signal transducer activity;transcription factor activity;transcription from RNA polymerase II promoter"	"TNF_alpha_NF_kB, Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Amplification"
5970	RELA	"v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)"	NM_021975	NP_068810.3	ENSG00000173039	chr11:65178424 - 65186879	"activation of NF-kappaB transcription factor;anti-apoptosis;cellular defense response;cytokine and chemokine mediated signaling pathway;cytoplasm;defense response to virus;hair follicle development;identical protein binding;inflammatory response;negative regulation of protein catabolic process;NF-kappaB binding;nucleus;organ morphogenesis;phosphate binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of interleukin-12 biosynthetic process;positive regulation of transcription,"	"Androgen Receptor, NOTCH, TNF_alpha_NF_kB, Protein Kinase, Stability, Tumor Suppressor, Entrez Query:Oncogene"
5971	RELB	"v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)"	NM_006509	NP_006500.2	ENSG00000104856	chr19:50196677 - 50232888	"antigen processing and presentation;myeloid dendritic cell differentiation;nucleus;protein binding;regulation of transcription, DNA-dependent;T-helper 1 cell differentiation;transcription corepressor activity;transcription factor activity"	"TNF_alpha_NF_kB, Entrez Query:Oncogene"
5979	RET	ret proto-oncogene	"NM_020630, NM_020975"	"NP_065681.1, NP_066124.1"	ENSG00000165731	chr10:42892712 - 42943723	ATP binding;calcium ion binding;cell surface receptor linked signal transduction;homophilic cell adhesion;integral to membrane;kinase activity;membrane;nucleotide binding;posterior midgut development;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;signal transduction;transferase activity	"Futreal et al 2004, Mitelman 2000, Vogelstein and Kinzler 2004, Protein Kinase, Stability, Tumor Suppressor, Tyrosine Kinase, Entrez Query:Oncogene, Frameshift mutation, Missense mutation, Nonsense mutation, Translocation"
5863	RGL2	ral guanine nucleotide dissociation stimulator-like 2	NM_004761	NP_004752.1	ENSG00000056687	chr6:33367856 - 33374365	cellular_component;guanyl-nucleotide exchange factor activity;intracellular;Ras guanyl-nucleotide exchange factor activity;Ras protein signal transduction;regulation of small GTPase mediated signal transduction;signal transduction;small GTPase mediated signal transduction	Entrez Query:Oncogene
266747	RGL4	-	NM_153615	NP_705843.1	ENSG00000159496	chr22:22364217 - 22371070	guanyl-nucleotide exchange factor activity;intracellular;small GTPase mediated signal transduction	Entrez Query:Oncogene
387	RHOA	"ras homolog gene family, member A"	NM_001664	NP_001655.1	ENSG00000067560	chr3:49372645 - 49388026	actin cytoskeleton organization and biogenesis;cytoskeleton;GTP binding;GTPase activity;intracellular;magnesium ion binding;membrane;nucleotide binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of NF-kappaB import into nucleus;protein binding;Rho protein signal transduction;signal transducer activity;small GTPase mediated signal transduction	"Alpha6Beta4 Integrin, Wnt, Stability, Tumor Suppressor, Entrez Query:Oncogene"
388	RHOB	"ras homolog gene family, member B"	NM_004040	NP_004031.1	ENSG00000143878	chr2:20510707 - 20511298	angiogenesis;cell adhesion;cell cycle;cell differentiation;endosome membrane;endosome to lysosome transport;GTP binding;GTPase activity;intracellular;multicellular organismal development;negative regulation of progression through cell cycle;nucleotide binding;nucleus;plasma membrane;positive regulation of angiogenesis;protein binding;protein transport;Rho protein signal transduction;small GTPase mediated signal transduction;transformed cell apoptosis	"Tumor Suppressor, Entrez Query:Oncogene"
389	RHOC	"ras homolog gene family, member C"	NM_175744	NP_786886.1	ENSG00000155366	chr1:113045684 - 113047944	GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein binding;signal transducer activity;small GTPase mediated signal transduction	Entrez Query:Oncogene
390	RND3	Rho family GTPase 3	NM_005168	NP_005159.1	ENSG00000115963	chr2:151034746 - 151052177	actin cytoskeleton organization and biogenesis;cell adhesion;GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;small GTPase mediated signal transduction	"Tumor Suppressor, Entrez Query:Oncogene"
6098	ROS1	v-ros UR2 sarcoma virus oncogene homolog 1 (avian)	NM_002944	NP_002935.2	ENSG00000047936	chr6:117716347 - 117853512	ATP binding;integral to membrane;membrane;membrane fraction;nucleotide binding;protein amino acid phosphorylation;receptor activity;signal transduction;sodium:potassium-exchanging ATPase complex;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	"Futreal et al 2004, Mitelman 2000, Protein Kinase, Stability, Tyrosine Kinase, Entrez Query:Oncogene, Translocation"
6130	RPL7A	ribosomal protein L7a	NM_000972	NP_000963.1	ENSG00000148303	chr9:135204919 - 135208042	cytosolic large ribosomal subunit (sensu Eukaryota);intracellular;membrane fraction;polysomal ribosome;ribosome;ribosome biogenesis and assembly;RNA binding;structural constituent of ribosome;translation	Entrez Query:Oncogene
6237	RRAS	related RAS viral (r-ras) oncogene homolog	NM_006270	NP_006261.1	ENSG00000126458	chr19:54830644 - 54835167	GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;Ras protein signal transduction	Entrez Query:Oncogene
22800	RRAS2	related RAS viral (r-ras) oncogene homolog 2	NM_012250	NP_001096139.1	ENSG00000133818	chr11:14257458 - 14336992	cellular process;endoplasmic reticulum;GTP binding;GTPase activity;intracellular;nucleotide binding;plasma membrane;protein binding;Ras protein signal transduction	Entrez Query:Oncogene
51773	RSF1	remodeling and spacing factor 1	NM_016578	NP_057662.3	ENSG00000048649	chr11:77055609 - 77209408	"ATPase activity;chromatin remodeling;histone binding;metal ion binding;negative regulation of DNA binding;negative regulation of transcription, DNA-dependent;nucleosome assembly;nucleosome spacing;nucleus;positive regulation of viral transcription;RSF complex;transcription;transcription initiation;transcriptional activator activity;transcriptional repressor activity;zinc ion binding"	Entrez Query:Oncogene
861	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	"NM_001754, NM_001001890, NM_001122607"	"NP_001745.2, NP_001001890.1, NP_001116079.1"	ENSG00000159216	chr21:35086301 - 35343066	"ATP binding;biological_process;cellular_component;chloride ion binding;hemopoiesis;molecular_function;multicellular organismal development;nucleus;positive regulation of angiogenesis;positive regulation of granulocyte differentiation;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcriptional activator activity"	"Androgen Receptor, Futreal et al 2004, Mitelman 2000, Vogelstein and Kinzler 2004, Stability, Tumor Suppressor, Entrez Query:Oncogene, Translocation"
860	RUNX2	runt-related transcription factor 2	"NM_004348, NM_001015051, NM_001024630"	"NP_004339.3, NP_001015051.2, NP_001019801.2"	ENSG00000124813	chr6:45404037 - 45623020	"ATP binding;negative regulation of transcription;nucleus;osteoblast differentiation;protein binding;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;transcription;transcription factor activity;transcriptional activator activity"	"Androgen Receptor, TGFBR, Wnt, Entrez Query:Oncogene"
864	RUNX3	runt-related transcription factor 3	"NM_001031680, NM_004350"	"NP_001026850.1, NP_004341.1"	ENSG00000020633	chr1:25101199 - 25128946	"ATP binding;cell proliferation;induction of apoptosis;negative regulation of epithelial cell proliferation;negative regulation of progression through cell cycle;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription from RNA polymerase II promoter"	"Tumor Suppressor, Entrez Query:Oncogene"
6286	S100P	S100 calcium binding protein P	NM_005980	NP_005971.1	ENSG00000163993	chr4:6746560 - 6749670	calcium ion binding;calcium-dependent protein binding;cytoplasm;endothelial cell migration;magnesium ion binding;nucleus	Entrez Query:Oncogene
5055	SERPINB2	"serpin peptidase inhibitor, clade B (ovalbumin), member 2"	NM_002575	NP_002566.1	ENSG00000197632	chr18:59709658 - 59721519	anti-apoptosis;plasminogen activator activity;serine-type endopeptidase inhibitor activity	"Tumor Suppressor, Entrez Query:Oncogene"
6418	SET	SET translocation (myeloid leukemia-associated)	"NM_001122821, NM_003011"	"NP_001116293.1, NP_003002.2"	ENSG00000119335	chr9:130485995 - 130496764	DNA replication;endoplasmic reticulum;histone binding;negative regulation of histone acetylation;nucleocytoplasmic transport;nucleosome assembly;nucleosome disassembly;nucleus;perinuclear region of cytoplasm;protein phosphatase inhibitor activity;protein phosphatase type 2A regulator activity	"Futreal et al 2004, Tumor Suppressor, Entrez Query:Oncogene, Translocation"
6446	SGK1	serum/glucocorticoid regulated kinase	"NM_005627, NM_001143676"	"NP_005618.2, NP_001137148.1"	ENSG00000118515	chr6:134533098 - 134537638	apoptosis;ATP binding;endoplasmic reticulum;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;response to DNA damage stimulus;sodium ion transport;transferase activity	"Protein Kinase, Stability, Entrez Query:Oncogene"
30011	SH3KBP1	SH3-domain kinase binding protein 1	"NM_031892, NM_001024666"	"NP_114098.1, NP_001019837.1"	ENSG00000147010	chrX:19464455 - 19815349	apoptosis;cell-cell signaling;endocytosis;kinase activity;membrane;molecular_function;protein binding;synapse;synaptosome	"EGFR1, Kit Receptor, Entrez Query:Oncogene"
6497	SKI	v-ski sarcoma viral oncogene homolog (avian)	NM_003036	NP_003027.1	ENSG00000157933	chr1:2150065 - 2228064	cell differentiation;cytoplasm;DNA binding;embryonic limb morphogenesis;molecular_function;nucleus;protein binding;transcriptional repressor complex	"Protein Kinase, Tumor Suppressor, Entrez Query:Oncogene"
6498	SKIL	SKI-like oncogene	NM_005414	NP_005405.2	ENSG00000136603	chr3:171560813 - 171592899	"cell differentiation;DNA binding;multicellular organismal development;nucleus;protein binding;signal transduction;transcription corepressor activity;transcription from RNA polymerase II promoter;transforming growth factor beta receptor, cytoplasmic mediator activity"	"TGFBR, Entrez Query:Oncogene"
27173	SLC39A1	"solute carrier family 39 (zinc transporter), member 1"	NM_014437	NP_055252.2	ENSG00000143570	chr1:152199197 - 152201815	"di-, tri-valent inorganic cation transport;di-, tri-valent inorganic cation transporter activity;endoplasmic reticulum;integral to membrane;ion transport;membrane;membrane fraction;metal ion transport;metal ion transporter activity;zinc ion binding;zinc ion transport"	"Tumor Suppressor, Entrez Query:Oncogene"
22950	SLC4A1AP	"solute carrier family 4 (anion exchanger), member 1, adaptor protein"	NM_018158	NP_060628.2	ENSG00000163798	chr2:27740123 - 27771054	double-stranded RNA binding;intracellular;nucleus	Entrez Query:Oncogene
6528	SLC5A5	"solute carrier family 5 (sodium iodide symporter), member 5"	NM_000453	NP_000444.1	ENSG00000105641	chr19:17844128 - 17865686	integral to membrane;iodide transporter activity;ion transport;membrane;sodium ion binding;sodium ion transport;sodium:iodide symporter activity;symporter activity;transporter activity	Entrez Query:Oncogene
6598	SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	"NM_003073, NM_001007468"	"NP_003064.2, NP_001007469.1"	ENSG00000099956	chr22:22459356 - 22506367	cell cycle;chromatin remodeling;DNA integration;negative regulation of progression through cell cycle;nuclear chromosome;nucleoplasm;nucleus;protein binding;regulation of transcription from RNA polymerase II promoter;retroviral genome replication;SWI/SNF complex;transcription	"TNF_alpha_NF_kB, Futreal et al 2004, Tumor Suppressor, Entrez Query:Oncogene, Frameshift mutation, Large deletion, Nonsense mutation, Splicing mutation"
6608	SMO	smoothened homolog (Drosophila)	NM_005631	NP_005622.1	ENSG00000128602	chr7:128616228 - 128639528	cell development;central nervous system neuron differentiation;cerebellar cortex morphogenesis;cilium;determination of left/right symmetry;developmental growth;dorsal/ventral pattern formation;G-protein coupled receptor activity;G-protein coupled receptor protein signaling pathway;integral to membrane;membrane;membrane fraction;negative regulation of apoptosis;negative regulation of DNA binding;non-G-protein coupled 7TM receptor activity;odontogenesis (sensu Vertebrata);osteoblast differentiation;pattern sp	"Hedgehog, Futreal et al 2004, Tumor Suppressor, Entrez Query:Oncogene, Missense mutation"
6635	SNRPE	small nuclear ribonucleoprotein polypeptide E	NM_003094	NP_003085.1	ENSG00000182225	chr1:202097410 - 202105683	mRNA processing;nucleus;protein binding;RNA binding;RNA splicing;small nuclear ribonucleoprotein complex;spliceosome;spliceosome assembly	Entrez Query:Oncogene
6654	SOS1	son of sevenless homolog 1 (Drosophila)	NM_005633	NP_005624.2	ENSG00000115904	chr2:39066468 - 39201067	chromosome;DNA binding;guanyl-nucleotide exchange factor activity;intracellular;nucleosome;nucleus;protein binding;Ras protein signal transduction;regulation of Rho protein signal transduction;regulation of small GTPase mediated signal transduction;Rho GTPase activator activity;Rho guanyl-nucleotide exchange factor activity;signal transduction	"EGFR1, Kit Receptor, Entrez Query:Oncogene"
6659	SOX4	SRY (sex determining region Y)-box 4	NM_003107	NP_003098.1	ENSG00000124766	chr6:21702744 - 21704169	"exocrine pancreas development;nucleus;regulation of transcription, DNA-dependent;transcription;transcription factor activity"	"Tumor Suppressor, Entrez Query:Oncogene"
6667	SP1	Sp1 transcription factor	NM_138473	NP_612482.2	ENSG00000185591	chr12:52060342 - 52091291	"double-stranded DNA binding;intracellular;metal ion binding;nucleus;positive regulation of global transcription from RNA polymerase II promoter;positive regulation of transcription, DNA-dependent;protein C-terminus binding;protein homodimerization activity;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity;transcriptional activator activity;zinc ion binding"	"Androgen Receptor, EGFR1, TGFBR, Stability, Tumor Suppressor, Entrez Query:Oncogene"
9043	SPAG9	sperm associated antigen 9	NM_003971	NP_003962.3	ENSG00000008294	chr17:46398631 - 46553016	integral to membrane;spermatogenesis	Entrez Query:Oncogene
132851	SPATA4	spermatogenesis associated 4	NM_144644	NP_653245.2	ENSG00000150628	chr4:177342924 - 177353707	apoptosis;cellular_component;molecular_function;spermatogenesis	Entrez Query:Oncogene
6688	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	"NM_003120, NM_001080547"	"NP_003111.2, NP_001074016.1"	ENSG00000066336	chr11:47333353 - 47356480	"negative regulation of transcription from RNA polymerase II promoter;nucleus;protein binding;regulation of transcription, DNA-dependent;RNA binding;sequence-specific DNA binding;transcription;transcription factor activity"	Entrez Query:Oncogene
6696	SPP1	"secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)"	"NM_000582, NM_001040058, NM_001040060"	"NP_000573.1, NP_001035147.1, NP_001035149.1"	ENSG00000118785	chr4:89117071 - 89123072	anti-apoptosis;cell adhesion;cell-matrix adhesion;cytokine activity;extracellular region;extracellular space;integrin binding;negative regulation of bone mineralization;ossification;protein binding;proteinaceous extracellular matrix	"Stability, Tumor Suppressor, Entrez Query:Oncogene"
6714	SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	NM_198291	NP_938033.1	ENSG00000197122	chr20:35445970 - 35465196	ATP binding;integral to membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein-tyrosine kinase activity;receptor activity;SH2 domain binding;SH3/SH2 adaptor activity;signal complex formation;transferase activity	"Protein Kinase, Stability, Tumor Suppressor, Tyrosine Kinase, Entrez Query:Oncogene"
6720	SREBF1	sterol regulatory element binding transcription factor 1	"NM_001005291, NM_004176"	"NP_001005291.1, NP_004167.3"	ENSG00000072310	chr17:17656660 - 17680856	cellular response to starvation;cholesterol metabolic process;endoplasmic reticulum;endoplasmic reticulum membrane;integral to membrane;lipid metabolic process;membrane;nuclear envelope;nucleus;regulation of transcription;regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity;steroid metabolic process;sterol response element binding;transcription factor activity;transcription regulator activity	Entrez Query:Oncogene
6760	SS18	"synovial sarcoma translocation, chromosome 18"	"NM_005637, NM_001007559"	"NP_005628.2, NP_001007560.1"	ENSG00000141380	chr18:21852315 - 21924531	nucleus	"Futreal et al 2004, Mitelman 2000, Vogelstein and Kinzler 2004, Protein Kinase, Stability, Entrez Query:Oncogene, Translocation"
8082	SSPN	sarcospan (Kras oncogene-associated gene)	NM_005086	NP_005077.2	ENSG00000123096	chr12:26239872 - 26275276	cell adhesion;cytoskeleton;dystrophin-associated glycoprotein complex;integral to plasma membrane;membrane;muscle contraction;transport vesicle	Entrez Query:Oncogene
6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	"NM_213662, NM_139276, NM_003150"	"NP_998827.1, NP_644805.1, NP_003141.2"	ENSG00000168610	chr17:37721288 - 37754060	acute-phase response;calcium ion binding;cell motility;cytokine and chemokine mediated signaling pathway;cytoplasm;hematopoietin/interferon-class (D200-domain) cytokine receptor signal transducer activity;intracellular signaling cascade;JAK-STAT cascade;negative regulation of transcription from RNA polymerase II promoter;nervous system development;nucleus;signal transducer activity;transcription factor activity;transcription factor binding	"Androgen Receptor, EGFR1, NOTCH, Protein Kinase, Stability, Tumor Suppressor, Entrez Query:Oncogene"
6794	STK11	serine/threonine kinase 11	NM_000455	NP_000446.1	ENSG00000118046	chr19:1157912 - 1177646	ATP binding;cell cycle;cell cycle arrest;cytoplasm;magnesium ion binding;manganese ion binding;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	"TGFBR, Futreal et al 2004, Vogelstein and Kinzler 2004, Protein Kinase, Tumor Suppressor, Entrez Query:Oncogene, Frameshift mutation, Large deletion, Missense mutation, Nonsense mutation, Splicing mutation"
55359	STYK1	serine/threonine/tyrosine kinase 1	NM_018423	NP_060893.2	ENSG00000060140	chr12:10664009 - 10678484	ATP binding;integral to membrane;nucleotide binding;plasma membrane;protein amino acid phosphorylation;protein-tyrosine kinase activity;transferase activity	"Protein Kinase, Tyrosine Kinase, Entrez Query:Oncogene"
4072	TACSTD1	tumor-associated calcium signal transducer 1	NM_002354	NP_002345.2	ENSG00000119888	chr2:47450148 - 47467256	integral to membrane;plasma membrane	Entrez Query:Oncogene
4070	TACSTD2	tumor-associated calcium signal transducer 2	NM_002353	NP_002344.2	ENSG00000184292	chr1:58814444 - 58815416	cell proliferation;cell surface receptor linked signal transduction;cytosol;integral to plasma membrane;membrane;receptor activity;response to stimulus;visual perception	Entrez Query:Oncogene
414060	TBC1D3C	"TBC1 domain family, member 3C"	NM_001001418	"NP_001001418.2, NP_001035372.2"	ENSG00000188849	chr17:31605512 - 31614567		Entrez Query:Oncogene
8115	TCL1A	T-cell leukemia/lymphoma 1A	NM_001098725	NP_068801.1	ENSG00000100721	chr14:95247844 - 95250156	cell cortex;endoplasmic reticulum;microsome;multicellular organismal development;pronucleus;protein binding	"Futreal et al 2004, Mitelman 2000, Tumor Suppressor, Entrez Query:Oncogene, Translocation"
9623	TCL1B	T-cell leukemia/lymphoma 1B	NM_004918	NP_954676.1	ENSG00000187621	chr14:95222557 - 95227411	protein binding	Entrez Query:Oncogene
